hotel_id;seccion;poi
353;Playas en la zona;"Platja de la Barceloneta
3 km"
353;Playas en la zona;"Platja de Sant Sebastià
3 km"
353;Playas en la zona;"Platja del Somorrostro
3,1 km"
353;Playas en la zona;"Platja de la Nova Icària
3,7 km"
353;Transporte público;"MetroEstación de metro Sant Antoni
150 m"
353;Transporte público;"AutobúsSepúlveda - Urgell
550 m"
353;Transporte público;"MetroEstación de metro Urgell
550 m"
353;Transporte público;"AutobúsGran Via - Comte Borrell
650 m"
353;Transporte público;"TrenEstación FGC Plaza de Cataluña
800 m"
353;Transporte público;"TrenEstación de tren Passeig de Gràcia
1,5 km"
353;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
12 km"
353;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
95 km"
353;Aeropuertos más cercanos;"Aeropuerto de Reus
99 km"
354;¿Qué hay cerca?;"Güell Palace
150 m"
354;¿Qué hay cerca?;"Plaza Real
350 m"
354;¿Qué hay cerca?;"Columnas del Templo de Augusto
350 m"
354;¿Qué hay cerca?;"Arts Santa Mònica
450 m"
354;¿Qué hay cerca?;"Plaza de Sant Jaume
550 m"
354;¿Qué hay cerca?;"Plaza de Sant Felip Neri
550 m"
354;¿Qué hay cerca?;"Casa dels Canonges
600 m"
354;¿Qué hay cerca?;"Museo Marítimo
600 m"
354;¿Qué hay cerca?;"Museo de Cera de Barcelona
600 m"
354;¿Qué hay cerca?;"Park Güell
600 m"
354;Restaurantes y cafeterías;"RestauranteHalal Wild Meat
20 m"
354;Restaurantes y cafeterías;"RestauranteFonda España
40 m"
354;Restaurantes y cafeterías;"RestauranteWok To Walk
50 m"
354;Atracciones turísticas destacadas;"Plaza Cataluña
900 m"
354;Atracciones turísticas destacadas;"Museo Picasso
1 km"
354;Atracciones turísticas destacadas;"Arco del Triunfo
1,6 km"
354;Atracciones turísticas destacadas;"Aquarium de Barcelona
1,7 km"
354;Atracciones turísticas destacadas;"Casa Batlló
1,7 km"
354;Atracciones turísticas destacadas;"Zoo de Barcelona
1,9 km"
354;Atracciones turísticas destacadas;"La Pedrera
2,2 km"
354;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
2,2 km"
354;Atracciones turísticas destacadas;"Montjuïc
2,3 km"
354;Atracciones turísticas destacadas;"Castillo de Montjuïc
2,3 km"
354;Playas en la zona;"Platja de Sant Miquel
2,3 km"
354;Playas en la zona;"Platja de la Barceloneta
2,3 km"
354;Playas en la zona;"Platja de Sant Sebastià
2,3 km"
354;Playas en la zona;"Platja del Somorrostro
2,3 km"
354;Playas en la zona;"Platja de la Nova Icària
3 km"
354;Transporte público;"MetroEstación de metro Liceu
200 m"
354;Transporte público;"MetroEstación de metro Drassanes
500 m"
354;Transporte público;"Autobúspl. de Catalunya - Bergara
850 m"
354;Transporte público;"TrenEstación FGC Plaza de Cataluña
950 m"
354;Transporte público;"AutobúsBarcelona (rda. Universitat, 33)
1,1 km"
354;Transporte público;"TrenBarcelona - Estación de Francia
1,6 km"
354;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
12 km"
354;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
94 km"
355;¿Qué hay cerca?;"Plaça de Terenci Moix
250 m"
355;¿Qué hay cerca?;"MACBA
350 m"
355;¿Qué hay cerca?;"Maes de Flandes (El Templo de la Cerveza)
850 m"
355;¿Qué hay cerca?;"Plaza Cataluña
850 m"
355;¿Qué hay cerca?;"Güell Palace
1,1 km"
355;¿Qué hay cerca?;"Park Güell
1,1 km"
355;¿Qué hay cerca?;"La Nave Talleres Gráficos
1,1 km"
355;¿Qué hay cerca?;"Plaza Real
1,2 km"
355;¿Qué hay cerca?;"Columnas del Templo de Augusto
1,2 km"
355;¿Qué hay cerca?;"Plaza de Sant Felip Neri
1,3 km"
355;Restaurantes y cafeterías;"Cafetería/barBolrin
50 m"
355;Restaurantes y cafeterías;"RestauranteThe Bagel Hood
50 m"
355;Restaurantes y cafeterías;"RestauranteBar Agustín
50 m"
355;Atracciones turísticas destacadas;"Casa Batlló
1,5 km"
355;Atracciones turísticas destacadas;"Museo Picasso
1,7 km"
355;Atracciones turísticas destacadas;"Plaza de España
1,7 km"
355;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
1,8 km"
355;Atracciones turísticas destacadas;"La Pedrera
1,9 km"
355;Atracciones turísticas destacadas;"Arco del Triunfo
2 km"
355;Atracciones turísticas destacadas;"Aquarium de Barcelona
2,4 km"
355;Atracciones turísticas destacadas;"Zoo de Barcelona
2,6 km"
355;Atracciones turísticas destacadas;"Montjuïc
2,7 km"
355;Atracciones turísticas destacadas;"Castillo de Montjuïc
2,7 km"
355;Playas en la zona;"Platja de Sant Miquel
2,9 km"
355;Playas en la zona;"Platja de la Barceloneta
3 km"
355;Playas en la zona;"Platja de Sant Sebastià
3 km"
355;Playas en la zona;"Platja del Somorrostro
3,1 km"
355;Playas en la zona;"Platja de la Nova Icària
3,7 km"
355;Transporte público;"MetroEstación de metro Sant Antoni
250 m"
355;Transporte público;"MetroEstación de metro Universitat
550 m"
355;Transporte público;"AutobúsSepúlveda - Urgell
550 m"
355;Transporte público;"AutobúsGran Via - Comte Borrell
650 m"
355;Transporte público;"TrenEstación FGC Plaza de Cataluña
700 m"
355;Transporte público;"TrenEstación de tren Passeig de Gràcia
1,5 km"
355;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
12 km"
355;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
95 km"
355;Aeropuertos más cercanos;"Aeropuerto de Reus
99 km"
356;¿Qué hay cerca?;"Platja del Fòrum- Banys del Fòrum
250 m"
356;¿Qué hay cerca?;"Jardins de Can Llima
350 m"
356;¿Qué hay cerca?;"Parc Gandhi
1,6 km"
356;¿Qué hay cerca?;"Ludoteca Maria Gràcia Pont
2,1 km"
356;¿Qué hay cerca?;"Casal Infantil El Drac
2,3 km"
356;¿Qué hay cerca?;"Jardins Ada Byron
2,4 km"
356;¿Qué hay cerca?;"Agbar Tower
2,9 km"
356;¿Qué hay cerca?;"Àrea de Gossos Pegaso
3,5 km"
356;¿Qué hay cerca?;"La Mar de Divertit
3,7 km"
356;¿Qué hay cerca?;"Parque Infantil La Granota
3,7 km"
356;Restaurantes y cafeterías;"RestauranteAlegria Forum Happy
150 m"
356;Restaurantes y cafeterías;"Cafetería/barGRANIER
150 m"
356;Restaurantes y cafeterías;"RestauranteEstrella Restaurante
150 m"
356;Atracciones turísticas destacadas;"Arco del Triunfo
4,4 km"
356;Atracciones turísticas destacadas;"Zoo de Barcelona
4,4 km"
356;Atracciones turísticas destacadas;"Museo Picasso
4,8 km"
356;Atracciones turísticas destacadas;"Plaza Cataluña
5 km"
356;Atracciones turísticas destacadas;"Casa Batlló
5 km"
356;Atracciones turísticas destacadas;"La Pedrera
5 km"
356;Atracciones turísticas destacadas;"Plaza Real
5 km"
356;Atracciones turísticas destacadas;"Parque Güell
6 km"
356;Atracciones turísticas destacadas;"Montjuïc
7 km"
356;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
7 km"
356;Playas en la zona;"Platja de Llevant
900 m"
356;Playas en la zona;"Platja de la Nova Mar Bella
1,2 km"
356;Playas en la zona;"Platja del Fòrum
1,2 km"
356;Playas en la zona;"Playa de la Mar Bella
1,7 km"
356;Playas en la zona;"Platja del Litoral
2 km"
356;Transporte público;"MetroEstación de metro El Maresme - Fórum
300 m"
356;Transporte público;"MetroEstación de metro Besós Mar
500 m"
356;Transporte público;"TrenSant Adrià de Besòs
1,9 km"
356;Transporte público;"TrenEstación de tren del Clot
3,2 km"
356;Transporte público;"Autobúspl. de Catalunya - Bergara
5 km"
356;Transporte público;"AutobúsBarcelona (rda. Universitat, 33)
5 km"
356;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
16 km"
356;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
89 km"
357;¿Qué hay cerca?;"Placeta de Joan Brossa
600 m"
357;¿Qué hay cerca?;"Am & Gt Group
750 m"
357;¿Qué hay cerca?;"Fundación Antoni Tàpies
800 m"
357;¿Qué hay cerca?;"Casa Lleó Morera
1 km"
357;¿Qué hay cerca?;"Casa Batlló
1 km"
357;¿Qué hay cerca?;"Plaça de Terenci Moix
1 km"
357;¿Qué hay cerca?;"Casa Ametller
1 km"
357;¿Qué hay cerca?;"Maes de Flandes (El Templo de la Cerveza)
1,1 km"
357;¿Qué hay cerca?;"La Pedrera
1,1 km"
357;¿Qué hay cerca?;"Mila House
1,1 km"
357;Restaurantes y cafeterías;"RestaurantePodonamu
7 m"
357;Restaurantes y cafeterías;"RestauranteLa Hacienda
10 m"
357;Restaurantes y cafeterías;"RestauranteRoast Club
20 m"
357;Atracciones turísticas destacadas;"Plaza Cataluña
1,4 km"
357;Atracciones turísticas destacadas;"Plaza de España
2 km"
357;Atracciones turísticas destacadas;"Plaza Real
2,1 km"
357;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
2,4 km"
357;Atracciones turísticas destacadas;"Arco del Triunfo
2,4 km"
357;Atracciones turísticas destacadas;"Museo Picasso
2,5 km"
357;Atracciones turísticas destacadas;"Aquarium de Barcelona
3,3 km"
357;Atracciones turísticas destacadas;"Zoo de Barcelona
3,4 km"
357;Atracciones turísticas destacadas;"Montjuïc
3,6 km"
357;Atracciones turísticas destacadas;"Parque Güell
3,6 km"
357;Playas en la zona;"Platja de Sant Miquel
3,9 km"
357;Playas en la zona;"Platja de la Barceloneta
3,9 km"
357;Playas en la zona;"Platja de Sant Sebastià
3,9 km"
357;Playas en la zona;"Platja del Somorrostro
4 km"
357;Playas en la zona;"Platja de la Nova Icària
4,6 km"
357;Transporte público;"MetroEstación de metro Hospital Clínic
650 m"
357;Transporte público;"TrenEstación de FGC Provença
650 m"
357;Transporte público;"MetroProvença
750 m"
357;Transporte público;"AutobúsGran Via - Comte Borrell
900 m"
357;Transporte público;"AutobúsSepúlveda - Urgell
1,1 km"
357;Transporte público;"TrenEstación de tren Passeig de Gràcia
950 m"
357;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
12 km"
357;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
91 km"
357;Aeropuertos más cercanos;"Aeropuerto de Reus
98 km"
358;¿Qué hay cerca?;"Jardins de Joan Altisent
200 m"
358;¿Qué hay cerca?;"Parque Turó
600 m"
358;¿Qué hay cerca?;"Jardins de Sant Joan de Déu
850 m"
358;¿Qué hay cerca?;"Palacete del Marqués de Alella
1,1 km"
358;¿Qué hay cerca?;"Am & Gt Group
1,2 km"
358;¿Qué hay cerca?;"Jardins de Maria Dolors Bargalló
1,3 km"
358;¿Qué hay cerca?;"Placeta de Joan Brossa
1,4 km"
358;¿Qué hay cerca?;"Jardins de Clara Campoamor
1,4 km"
358;¿Qué hay cerca?;"Jardins pl. Sol de Baix
1,5 km"
358;¿Qué hay cerca?;"Parque de Joan Miró
1,6 km"
358;Restaurantes y cafeterías;"RestauranteChe Pasta
30 m"
358;Restaurantes y cafeterías;"RestauranteMamá Dorí Toastería Italiana
50 m"
358;Restaurantes y cafeterías;"Cafetería/barLa Tanqueta Coffee Shop
50 m"
358;Atracciones turísticas destacadas;"Plaza de España
1,9 km"
358;Atracciones turísticas destacadas;"La Pedrera
2 km"
358;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
2,3 km"
358;Atracciones turísticas destacadas;"Casa Batlló
2,4 km"
358;Atracciones turísticas destacadas;"Museo del FC Barcelona
2,8 km"
358;Atracciones turísticas destacadas;"Plaza Cataluña
2,9 km"
358;Atracciones turísticas destacadas;"Parque Güell
3,5 km"
358;Atracciones turísticas destacadas;"Plaza Real
3,5 km"
358;Atracciones turísticas destacadas;"Museo Picasso
4,1 km"
358;Atracciones turísticas destacadas;"Montjuïc
4,1 km"
358;Playas en la zona;"Platja de Sant Miquel
5 km"
358;Playas en la zona;"Platja de la Barceloneta
5 km"
358;Playas en la zona;"Platja de Sant Sebastià
5 km"
358;Playas en la zona;"Platja del Somorrostro
5 km"
358;Playas en la zona;"Platja de la Nova Icària
5 km"
358;Transporte público;"MetroEstación de metro Entença
700 m"
358;Transporte público;"MetroEstación de metro Hospital Clínic
850 m"
358;Transporte público;"TrenFGC - Muntaner
1,4 km"
358;Transporte público;"TrenEstación de tren de Sants
1,4 km"
358;Transporte público;"AutobúsGran Via - Comte Borrell
1,8 km"
358;Transporte público;"Autobúspl. Espanya - Creu Coberta
1,9 km"
358;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
11 km"
358;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
92 km"
358;Aeropuertos más cercanos;"Aeropuerto de Reus
98 km"
359;¿Qué hay cerca?;"Plaça de Terenci Moix
700 m"
359;¿Qué hay cerca?;"La Nave Talleres Gráficos
800 m"
359;¿Qué hay cerca?;"MACBA
900 m"
359;¿Qué hay cerca?;"Casa Codina
950 m"
359;¿Qué hay cerca?;"Maes de Flandes (El Templo de la Cerveza)
1,2 km"
359;¿Qué hay cerca?;"Plaza de España
1,3 km"
359;¿Qué hay cerca?;"Fuente Mágica de Montjuïc
1,3 km"
359;¿Qué hay cerca?;"Park Güell
1,3 km"
359;¿Qué hay cerca?;"Plaza Cataluña
1,3 km"
359;¿Qué hay cerca?;"Parque de Joan Miró
1,4 km"
359;Restaurantes y cafeterías;"RestauranteBar Rosso
3 m"
359;Restaurantes y cafeterías;"RestauranteLast Monkey
m"
359;Restaurantes y cafeterías;"RestauranteEs Tastet
20 m"
359;Atracciones turísticas destacadas;"Güell Palace
1,4 km"
359;Atracciones turísticas destacadas;"Plaza Real
1,5 km"
359;Atracciones turísticas destacadas;"Casa Batlló
1,9 km"
359;Atracciones turísticas destacadas;"Museo Picasso
2 km"
359;Atracciones turísticas destacadas;"La Pedrera
2,3 km"
359;Atracciones turísticas destacadas;"Montjuïc
2,4 km"
359;Atracciones turísticas destacadas;"Castillo de Montjuïc
2,4 km"
359;Atracciones turísticas destacadas;"Arco del Triunfo
2,5 km"
359;Atracciones turísticas destacadas;"Aquarium de Barcelona
2,7 km"
359;Atracciones turísticas destacadas;"Zoo de Barcelona
2,9 km"
359;Playas en la zona;"Platja de la Barceloneta
3,3 km"
359;Playas en la zona;"Platja de Sant Sebastià
3,4 km"
359;Playas en la zona;"Platja de Sant Miquel
3,4 km"
359;Playas en la zona;"Platja del Somorrostro
3,4 km"
359;Playas en la zona;"Platja de la Nova Icària
4 km"
359;Transporte público;"AutobúsSepúlveda - Urgell
250 m"
359;Transporte público;"MetroEstación de metro Sant Antoni
350 m"
359;Transporte público;"AutobúsGran Via - Comte Borrell
400 m"
359;Transporte público;"MetroEstación de metro Urgell
500 m"
359;Transporte público;"TrenEstación FGC Plaza de Cataluña
1,2 km"
359;Transporte público;"TrenParc de Montjuïc
1,5 km"
359;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
11 km"
359;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
94 km"
359;Aeropuertos más cercanos;"Aeropuerto de Reus
98 km"
360;¿Qué hay cerca?;"Agbar Tower
150 m"
360;¿Qué hay cerca?;"Jardins Ada Byron
500 m"
360;¿Qué hay cerca?;"Ludoteca Maria Gràcia Pont
1,1 km"
360;¿Qué hay cerca?;"Playcasp
1,5 km"
360;¿Qué hay cerca?;"Arco del Triunfo
1,6 km"
360;¿Qué hay cerca?;"Planeta Magic
1,7 km"
360;¿Qué hay cerca?;"Palau de Justícia
1,7 km"
360;¿Qué hay cerca?;"Parque de la Ciutadella
1,8 km"
360;¿Qué hay cerca?;"Parc Gandhi
1,8 km"
360;¿Qué hay cerca?;"Parc de Carles I
1,9 km"
360;Restaurantes y cafeterías;"RestauranteMaremeva
100 m"
360;Restaurantes y cafeterías;"RestauranteLegorian
200 m"
360;Restaurantes y cafeterías;"RestauranteRacó del Poble Nou
150 m"
360;Atracciones turísticas destacadas;"Zoo de Barcelona
2,1 km"
360;Atracciones turísticas destacadas;"Museo Picasso
2,4 km"
360;Atracciones turísticas destacadas;"Plaza Cataluña
2,7 km"
360;Atracciones turísticas destacadas;"Casa Batlló
2,9 km"
360;Atracciones turísticas destacadas;"La Pedrera
2,9 km"
360;Atracciones turísticas destacadas;"Plaza Real
3,2 km"
360;Atracciones turísticas destacadas;"Aquarium de Barcelona
3,5 km"
360;Atracciones turísticas destacadas;"Parque Güell
4,1 km"
360;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
5 km"
360;Atracciones turísticas destacadas;"Montjuïc
5 km"
360;Playas en la zona;"Platja de la Nova Icària
1,8 km"
360;Playas en la zona;"Platja del Bogatell
2 km"
360;Playas en la zona;"Playa de la Mar Bella
2,2 km"
360;Playas en la zona;"Platja del Somorrostro
2,4 km"
360;Playas en la zona;"Platja de la Nova Mar Bella
2,5 km"
360;Transporte público;"MetroEstación de metro Glòries
400 m"
360;Transporte público;"MetroEstación de metro Llacuna
750 m"
360;Transporte público;"TrenEstación de tren del Clot
900 m"
360;Transporte público;"TrenEstación del Norte
1,2 km"
360;Transporte público;"Autobúspl. de Catalunya - Bergara
2,8 km"
360;Transporte público;"AutobúsBarcelona (rda. Universitat, 33)
2,7 km"
360;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
15 km"
360;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
89 km"
361;¿Qué hay cerca?;"Placeta de Joan Brossa
850 m"
361;¿Qué hay cerca?;"Am & Gt Group
1 km"
361;¿Qué hay cerca?;"Fundación Antoni Tàpies
1,1 km"
361;¿Qué hay cerca?;"Plaça de Terenci Moix
1,2 km"
361;¿Qué hay cerca?;"Parque de Joan Miró
1,2 km"
361;¿Qué hay cerca?;"Casa Batlló
1,3 km"
361;¿Qué hay cerca?;"Casa Lleó Morera
1,3 km"
361;¿Qué hay cerca?;"Casa Ametller
1,3 km"
361;¿Qué hay cerca?;"Jardins de Joan Altisent
1,3 km"
361;¿Qué hay cerca?;"Maes de Flandes (El Templo de la Cerveza)
1,4 km"
361;Restaurantes y cafeterías;"Cafetería/barOpen
10 m"
361;Restaurantes y cafeterías;"RestauranteRestaurante Pilar
20 m"
361;Restaurantes y cafeterías;"RestauranteO'TUBO
50 m"
361;Atracciones turísticas destacadas;"La Pedrera
1,4 km"
361;Atracciones turísticas destacadas;"Plaza Cataluña
1,6 km"
361;Atracciones turísticas destacadas;"Plaza de España
1,7 km"
361;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
2,1 km"
361;Atracciones turísticas destacadas;"Plaza Real
2,3 km"
361;Atracciones turísticas destacadas;"Arco del Triunfo
2,7 km"
361;Atracciones turísticas destacadas;"Museo Picasso
2,8 km"
361;Atracciones turísticas destacadas;"Montjuïc
3,5 km"
361;Atracciones turísticas destacadas;"Castillo de Montjuïc
3,5 km"
361;Atracciones turísticas destacadas;"Parque Güell
3,9 km"
361;Playas en la zona;"Platja de Sant Miquel
4 km"
361;Playas en la zona;"Platja de la Barceloneta
4,1 km"
361;Playas en la zona;"Platja de Sant Sebastià
4,1 km"
361;Playas en la zona;"Platja del Somorrostro
4,2 km"
361;Playas en la zona;"Platja de la Nova Icària
4,8 km"
361;Transporte público;"MetroEstación de metro Hospital Clínic
450 m"
361;Transporte público;"MetroEstación de metro Urgell
650 m"
361;Transporte público;"AutobúsGran Via - Comte Borrell
700 m"
361;Transporte público;"AutobúsSepúlveda - Urgell
800 m"
361;Transporte público;"TrenEstación de FGC Provença
950 m"
361;Transporte público;"TrenEstación FGC Plaza de Cataluña
1,4 km"
361;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
12 km"
361;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
92 km"
361;Aeropuertos más cercanos;"Aeropuerto de Reus
98 km"
362;¿Qué hay cerca?;"Palacete del Marqués de Alella
300 m"
362;¿Qué hay cerca?;"Villa Urania Patr
500 m"
362;¿Qué hay cerca?;"Plaza del Sol
750 m"
362;¿Qué hay cerca?;"Casa Vicens
750 m"
362;¿Qué hay cerca?;"Parque Turó
800 m"
362;¿Qué hay cerca?;"Am & Gt Group
800 m"
362;¿Qué hay cerca?;"Placeta de Joan Brossa
950 m"
362;¿Qué hay cerca?;"Plaza de la Virreina
1,1 km"
362;¿Qué hay cerca?;"La Pedrera
1,3 km"
362;¿Qué hay cerca?;"Mila House
1,4 km"
362;Restaurantes y cafeterías;"RestauranteEstudios e Iniciativas de Restauracion
20 m"
362;Restaurantes y cafeterías;"RestauranteBoston Pizza Alfons XII
50 m"
362;Restaurantes y cafeterías;"RestauranteOvo
100 m"
362;Atracciones turísticas destacadas;"Casa Batlló
1,8 km"
362;Atracciones turísticas destacadas;"Parque Güell
2,2 km"
362;Atracciones turísticas destacadas;"Plaza Cataluña
2,3 km"
362;Atracciones turísticas destacadas;"Plaza Real
3,3 km"
362;Atracciones turísticas destacadas;"Arco del Triunfo
3,3 km"
362;Atracciones turísticas destacadas;"Plaza de España
3,3 km"
362;Atracciones turísticas destacadas;"Museo del FC Barcelona
3,4 km"
362;Atracciones turísticas destacadas;"Museo Picasso
3,5 km"
362;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
3,8 km"
362;Atracciones turísticas destacadas;"Montjuïc
5 km"
362;Playas en la zona;"Platja de Sant Miquel
4,9 km"
362;Playas en la zona;"Platja de la Barceloneta
4,9 km"
362;Playas en la zona;"Platja del Somorrostro
5 km"
362;Playas en la zona;"Platja de Sant Sebastià
5 km"
362;Playas en la zona;"Platja de la Nova Icària
5 km"
362;Transporte público;"MetroGràcia
250 m"
362;Transporte público;"TrenFGC - Gràcia
300 m"
362;Transporte público;"TrenFGC - Plaça Molina
450 m"
362;Transporte público;"MetroSant Gervasi
400 m"
362;Transporte público;"AutobúsBarcelona (rda. Universitat, 33)
2,2 km"
362;Transporte público;"AutobúsGran Via - Comte Borrell
2,5 km"
362;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
13 km"
362;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
94 km"
362;Aeropuertos más cercanos;"Aeropuerto de Reus
99 km"
363;¿Qué hay cerca?;"Casa Museo de Gaudí
650 m"
363;¿Qué hay cerca?;"Parque Güell
700 m"
363;¿Qué hay cerca?;"Jardines del Maestro Balcells
750 m"
363;¿Qué hay cerca?;"Jardins del Baix Guinardó
800 m"
363;¿Qué hay cerca?;"Plaza de la Virreina
1,1 km"
363;¿Qué hay cerca?;"Jardins de la Indústria
1,2 km"
363;¿Qué hay cerca?;"Palau de la Mutualitat
1,4 km"
363;¿Qué hay cerca?;"Casa Vicens
1,5 km"
363;¿Qué hay cerca?;"Plaza del Sol
1,6 km"
363;¿Qué hay cerca?;"Jardines de Mercè Rodoreda
1,6 km"
363;Restaurantes y cafeterías;"RestauranteTa-Tung
100 m"
363;Restaurantes y cafeterías;"RestauranteTatung Barcelona
100 m"
363;Restaurantes y cafeterías;"RestauranteCasa Manzanares
150 m"
363;Atracciones turísticas destacadas;"La Pedrera
2,5 km"
363;Atracciones turísticas destacadas;"Casa Batlló
3 km"
363;Atracciones turísticas destacadas;"Arco del Triunfo
3,2 km"
363;Atracciones turísticas destacadas;"Agbar Tower
3,3 km"
363;Atracciones turísticas destacadas;"Plaza Cataluña
3,7 km"
363;Atracciones turísticas destacadas;"Museo Picasso
4 km"
363;Atracciones turísticas destacadas;"Zoo de Barcelona
4 km"
363;Atracciones turísticas destacadas;"Plaza Real
4,7 km"
363;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
5 km"
363;Atracciones turísticas destacadas;"Montjuïc
6 km"
363;Playas en la zona;"Platja de la Nova Icària
4,7 km"
363;Playas en la zona;"Platja del Somorrostro
4,9 km"
363;Playas en la zona;"Platja del Bogatell
5 km"
363;Playas en la zona;"Platja de la Barceloneta
5 km"
363;Playas en la zona;"Playa de la Mar Bella
5 km"
363;Transporte público;"MetroAlfons X
600 m"
363;Transporte público;"MetroEstación de metro Joanic
800 m"
363;Transporte público;"TrenFGC - Gràcia
2 km"
363;Transporte público;"TrenFGC - Plaça Molina
1,9 km"
363;Transporte público;"AutobúsBarcelona (rda. Universitat, 33)
3,7 km"
363;Transporte público;"Autobúspl. de Catalunya - Bergara
3,8 km"
363;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
15 km"
363;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
89 km"
364;¿Qué hay cerca?;"Jardins de Joan Altisent
650 m"
364;¿Qué hay cerca?;"Jardins de Sant Joan de Déu
800 m"
364;¿Qué hay cerca?;"Parque de Joan Miró
900 m"
364;¿Qué hay cerca?;"Jardins pl. Sol de Baix
1,1 km"
364;¿Qué hay cerca?;"Jardins de Ramon Aramon I Serra
1,2 km"
364;¿Qué hay cerca?;"Jardins de Maria Dolors Bargalló
1,2 km"
364;¿Qué hay cerca?;"Plaza de España
1,3 km"
364;¿Qué hay cerca?;"Jardins de Clara Campoamor
1,4 km"
364;¿Qué hay cerca?;"Jardins de la Rambla de Sants
1,4 km"
364;¿Qué hay cerca?;"Parque Turó
1,4 km"
364;Restaurantes y cafeterías;"RestauranteVivari
100 m"
364;Restaurantes y cafeterías;"RestauranteRestaurante Coral
50 m"
364;Restaurantes y cafeterías;"RestauranteÁngela Bar Restaurant
200 m"
364;Atracciones turísticas destacadas;"Fuente Mágica de Montjuïc
1,8 km"
364;Atracciones turísticas destacadas;"La Pedrera
2,4 km"
364;Atracciones turísticas destacadas;"Museo del FC Barcelona
2,6 km"
364;Atracciones turísticas destacadas;"Casa Batlló
2,7 km"
364;Atracciones turísticas destacadas;"Plaza Cataluña
3 km"
364;Atracciones turísticas destacadas;"Plaza Real
3,6 km"
364;Atracciones turísticas destacadas;"Montjuïc
3,7 km"
364;Atracciones turísticas destacadas;"Castillo de Montjuïc
3,7 km"
364;Atracciones turísticas destacadas;"Museo Picasso
4,1 km"
364;Atracciones turísticas destacadas;"Parque Güell
4,3 km"
364;Playas en la zona;"Platja de la Barceloneta
5 km"
364;Playas en la zona;"Platja de Sant Sebastià
5 km"
364;Playas en la zona;"Platja de Sant Miquel
5 km"
364;Playas en la zona;"Platja del Somorrostro
5 km"
364;Playas en la zona;"Platja de la Nova Icària
6 km"
364;Transporte público;"MetroSants Estació
300 m"
364;Transporte público;"MetroEstación de metro Entença
400 m"
364;Transporte público;"TrenEstación de tren de Sants
700 m"
364;Transporte público;"Autobúspl. Espanya - Creu Coberta
1,2 km"
364;Transporte público;"AutobúsGran Via - Comte Borrell
1,8 km"
364;Transporte público;"TrenFGC - La Bonanova
2,1 km"
364;Aeropuertos más cercanos;"Aeropuerto de Barcelona - El Prat
11 km"
364;Aeropuertos más cercanos;"Aeropuerto de Girona - Costa Brava
93 km"
364;Aeropuertos más cercanos;"Aeropuerto de Reus
98 km"
365;¿Qué hay cerca?;"Modernista Sant Pau Complex
50 m"
365;¿Qué hay cerca?;"Palau de la Mutualitat
150 m"
365;¿Qué hay cerca?;"Jardins del Baix Guinardó
400 m"
365;¿Qué hay cerca?;"Planeta Magic
450 m"
365;¿Qué hay cerca?;"Jardins de la Indústria
500 m"
365;¿Qué hay cerca?;"Plaza de la Virreina
1,8 km"
365;¿Qué hay cerca?;"Agbar Tower
1,9 km"
365;¿Qué hay cerca?;"Jardines del Maestro Balcells
1,9 km"
365;¿Qué hay cerca?;"Casa Museo de Gaudí
2,1 km"
365;¿Qué hay cerca?;"Parque Güell
2,1 km"
365;Restaurantes y cafeterías;"RestauranteBellebuon
50 m"
365;Restaurantes y cafeterías;"RestaurantePintxin
20 m"
365;Restaurantes y cafeterías;"RestauranteBURGER KING
50 m"
365;Atracciones turísticas destacadas;"La Pedrera
2,4 km"
