hotel_id;seccion;poi
243;Aeropuertos más cercanos;"Aeropuerto de Córdoba
8 km"
244;¿Qué hay cerca?;"Museo Julio Romero de Torres
150 m"
244;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
200 m"
244;¿Qué hay cerca?;"Ermita del Amparo
250 m"
244;¿Qué hay cerca?;"Iglesia La Compañía
300 m"
244;¿Qué hay cerca?;"Restos Muralla Romana
350 m"
244;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
350 m"
244;¿Qué hay cerca?;"Plaza de la Corredera
400 m"
244;¿Qué hay cerca?;"Casa de la Concha
450 m"
244;¿Qué hay cerca?;"Iglesia del Socorro
450 m"
244;¿Qué hay cerca?;"Plaza de las Tendillas
450 m"
244;Restaurantes y cafeterías;"RestauranteLa Fuente 12
100 m"
244;Restaurantes y cafeterías;"RestauranteRestaurante La Boca
30 m"
244;Restaurantes y cafeterías;"RestauranteZumeria El Arbolito
50 m"
244;Atracciones turísticas destacadas;"Templo romano
500 m"
244;Atracciones turísticas destacadas;"Cristo de los Faroles
750 m"
244;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
850 m"
244;Atracciones turísticas destacadas;"Torre de la Calahorra
900 m"
244;Atracciones turísticas destacadas;"Puente Romano
900 m"
244;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
900 m"
244;Atracciones turísticas destacadas;"Palacio de Viana
1,1 km"
244;Atracciones turísticas destacadas;"Costa del Sol Square
1,6 km"
244;Atracciones turísticas destacadas;"Medina Azahara
11 km"
244;Transporte público;"TrenCordoba Train Station
1,8 km"
244;Transporte público;"TrenRabanales
6 km"
244;Aeropuertos más cercanos;"Aeropuerto de Córdoba
8 km"
245;¿Qué hay cerca?;"Plaza de la Corredera
50 m"
245;¿Qué hay cerca?;"Restos Muralla Romana
150 m"
245;¿Qué hay cerca?;"Iglesia del Socorro
150 m"
245;¿Qué hay cerca?;"Real Iglesia De S. Pablo
200 m"
245;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
200 m"
245;¿Qué hay cerca?;"Iglesia de San Pedro
300 m"
245;¿Qué hay cerca?;"Museo Julio Romero de Torres
350 m"
245;¿Qué hay cerca?;"Templo romano
350 m"
245;¿Qué hay cerca?;"Iglesia La Compañía
350 m"
245;¿Qué hay cerca?;"Convento de Santa Marta
400 m"
245;Restaurantes y cafeterías;"RestauranteLa Despensa de la Corredera
0 m"
245;Restaurantes y cafeterías;"RestauranteEl Sótano
6 m"
245;Restaurantes y cafeterías;"RestauranteBocaditos y Tapas
20 m"
245;Atracciones turísticas destacadas;"Plaza de las Tendillas
450 m"
245;Atracciones turísticas destacadas;"Cristo de los Faroles
650 m"
245;Atracciones turísticas destacadas;"Palacio de Viana
900 m"
245;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
1,2 km"
245;Atracciones turísticas destacadas;"Torre de la Calahorra
1,3 km"
245;Atracciones turísticas destacadas;"Puente Romano
1,3 km"
245;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
1,3 km"
245;Atracciones turísticas destacadas;"Costa del Sol Square
1,8 km"
245;Atracciones turísticas destacadas;"Medina Azahara
12 km"
245;Transporte público;"TrenCordoba Train Station
1,7 km"
245;Transporte público;"TrenRabanales
6 km"
245;Aeropuertos más cercanos;"Aeropuerto de Córdoba
8 km"
246;¿Qué hay cerca?;"Jardines de Orive
200 m"
246;¿Qué hay cerca?;"Iglesia de San Andres
200 m"
246;¿Qué hay cerca?;"Iglesia del Socorro
200 m"
246;¿Qué hay cerca?;"Iglesia de San Pedro
250 m"
246;¿Qué hay cerca?;"Plaza de la Corredera
300 m"
246;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
300 m"
246;¿Qué hay cerca?;"Convento de Santa Marta
350 m"
246;¿Qué hay cerca?;"Restos Muralla Romana
350 m"
246;¿Qué hay cerca?;"Real Iglesia De S. Pablo
400 m"
246;¿Qué hay cerca?;"Iglesia de Santiago
400 m"
246;Restaurantes y cafeterías;"RestauranteTaberna Juramento
150 m"
246;Restaurantes y cafeterías;"RestauranteLa Contentura
150 m"
246;Restaurantes y cafeterías;"RestauranteTaberna Regina
150 m"
246;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
550 m"
246;Atracciones turísticas destacadas;"Templo romano
550 m"
246;Atracciones turísticas destacadas;"Palacio de Viana
600 m"
246;Atracciones turísticas destacadas;"Plaza de las Tendillas
650 m"
246;Atracciones turísticas destacadas;"Cristo de los Faroles
750 m"
246;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
1,3 km"
246;Atracciones turísticas destacadas;"Torre de la Calahorra
1,4 km"
246;Atracciones turísticas destacadas;"Puente Romano
1,4 km"
246;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
1,4 km"
246;Atracciones turísticas destacadas;"Medina Azahara
11 km"
246;Transporte público;"TrenCordoba Train Station
1,9 km"
246;Transporte público;"TrenRabanales
6 km"
246;Aeropuertos más cercanos;"Aeropuerto de Córdoba
8 km"
247;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
100 m"
247;¿Qué hay cerca?;"Hogar San Rafael
150 m"
247;¿Qué hay cerca?;"Delegación del Gobierno de la Junta de Andalucía en Córdoba
250 m"
247;¿Qué hay cerca?;"Plaza de las Tendillas
400 m"
247;¿Qué hay cerca?;"Casa de los Manríquez
450 m"
247;¿Qué hay cerca?;"Templo romano
500 m"
247;¿Qué hay cerca?;"Iglesia La Compañía
550 m"
247;¿Qué hay cerca?;"Casa de la Concha
650 m"
247;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
700 m"
247;¿Qué hay cerca?;"Restos Muralla Romana
800 m"
247;Restaurantes y cafeterías;"RestauranteNuevo Gris 's
30 m"
247;Restaurantes y cafeterías;"RestauranteLucas gómez
100 m"
247;Restaurantes y cafeterías;"RestauranteEl Indiano
150 m"
247;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
800 m"
247;Atracciones turísticas destacadas;"Costa del Sol Square
850 m"
247;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
850 m"
247;Atracciones turísticas destacadas;"Plaza de la Corredera
950 m"
247;Atracciones turísticas destacadas;"Cristo de los Faroles
950 m"
247;Atracciones turísticas destacadas;"Torre de la Calahorra
1,1 km"
247;Atracciones turísticas destacadas;"Puente Romano
1,3 km"
247;Atracciones turísticas destacadas;"Palacio de Viana
1,4 km"
247;Atracciones turísticas destacadas;"Medina Azahara
9 km"
247;Transporte público;"TrenCordoba Train Station
1,2 km"
247;Transporte público;"TrenEl Higueron
8 km"
247;Aeropuertos más cercanos;"Aeropuerto de Córdoba
7 km"
248;¿Qué hay cerca?;"Iglesia La Compañía
150 m"
248;¿Qué hay cerca?;"Plaza de las Tendillas
150 m"
248;¿Qué hay cerca?;"Templo romano
200 m"
248;¿Qué hay cerca?;"Delegación del Gobierno de la Junta de Andalucía en Córdoba
350 m"
248;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
400 m"
248;¿Qué hay cerca?;"Restos Muralla Romana
400 m"
248;¿Qué hay cerca?;"Hogar San Rafael
450 m"
248;¿Qué hay cerca?;"Real Iglesia De S. Pablo
450 m"
248;¿Qué hay cerca?;"Casa de la Concha
500 m"
248;¿Qué hay cerca?;"Plaza de la Corredera
550 m"
248;Restaurantes y cafeterías;"RestauranteSensibles
30 m"
248;Restaurantes y cafeterías;"RestauranteGino's Pizza
10 m"
248;Restaurantes y cafeterías;"RestauranteLa Tagliatella
100 m"
248;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
700 m"
248;Atracciones turísticas destacadas;"Cristo de los Faroles
700 m"
248;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
750 m"
248;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
850 m"
248;Atracciones turísticas destacadas;"Torre de la Calahorra
1,1 km"
248;Atracciones turísticas destacadas;"Palacio de Viana
1,2 km"
248;Atracciones turísticas destacadas;"Costa del Sol Square
1,2 km"
248;Atracciones turísticas destacadas;"Puente Romano
1,4 km"
248;Atracciones turísticas destacadas;"Medina Azahara
9 km"
248;Transporte público;"TrenCordoba Train Station
1,4 km"
248;Transporte público;"TrenRabanales
7 km"
248;Aeropuertos más cercanos;"Aeropuerto de Córdoba
7 km"
249;¿Qué hay cerca?;"Iglesia de San Pedro
200 m"
249;¿Qué hay cerca?;"Iglesia de Santiago
200 m"
249;¿Qué hay cerca?;"Iglesia del Socorro
200 m"
249;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
250 m"
249;¿Qué hay cerca?;"Museo Julio Romero de Torres
300 m"
249;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
300 m"
249;¿Qué hay cerca?;"Parque de Ruth y José
350 m"
249;¿Qué hay cerca?;"Plaza de la Corredera
350 m"
249;¿Qué hay cerca?;"Iglesia de Sta. Gema
350 m"
249;¿Qué hay cerca?;"Ermita del Amparo
400 m"
249;Restaurantes y cafeterías;"RestauranteBodegas Campos
100 m"
249;Restaurantes y cafeterías;"RestauranteEl Patio de Maria
100 m"
249;Restaurantes y cafeterías;"RestauranteLa Tinaja
150 m"
249;Atracciones turísticas destacadas;"Templo romano
800 m"
249;Atracciones turísticas destacadas;"Plaza de las Tendillas
850 m"
249;Atracciones turísticas destacadas;"Palacio de Viana
1 km"
249;Atracciones turísticas destacadas;"Torre de la Calahorra
1 km"
249;Atracciones turísticas destacadas;"Puente Romano
1 km"
249;Atracciones turísticas destacadas;"Cristo de los Faroles
1,1 km"
249;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
1,1 km"
249;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
1,2 km"
249;Atracciones turísticas destacadas;"Costa del Sol Square
2 km"
249;Atracciones turísticas destacadas;"Medina Azahara
12 km"
249;Transporte público;"TrenCordoba Train Station
2,1 km"
249;Transporte público;"TrenRabanales
6 km"
249;Aeropuertos más cercanos;"Aeropuerto de Córdoba
13 km"
250;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
40 m"
250;¿Qué hay cerca?;"Hogar San Rafael
100 m"
250;¿Qué hay cerca?;"Delegación del Gobierno de la Junta de Andalucía en Córdoba
350 m"
250;¿Qué hay cerca?;"Casa de los Manríquez
350 m"
250;¿Qué hay cerca?;"Plaza de las Tendillas
500 m"
250;¿Qué hay cerca?;"Casa de la Concha
550 m"
250;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
600 m"
250;¿Qué hay cerca?;"Templo romano
600 m"
250;¿Qué hay cerca?;"Iglesia La Compañía
600 m"
250;¿Qué hay cerca?;"Caballerizas Reales de Córdoba
650 m"
250;Restaurantes y cafeterías;"RestauranteEl Indiano
50 m"
250;Restaurantes y cafeterías;"RestauranteEl Choto
150 m"
250;Restaurantes y cafeterías;"RestauranteTaberna Casa Bravo
50 m"
250;Atracciones turísticas destacadas;"Costa del Sol Square
800 m"
250;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
950 m"
250;Atracciones turísticas destacadas;"Torre de la Calahorra
950 m"
250;Atracciones turísticas destacadas;"Plaza de la Corredera
1,1 km"
250;Atracciones turísticas destacadas;"Cristo de los Faroles
1,1 km"
250;Atracciones turísticas destacadas;"Puente Romano
1,2 km"
250;Atracciones turísticas destacadas;"Palacio de Viana
1,5 km"
250;Atracciones turísticas destacadas;"Medina Azahara
9 km"
250;Transporte público;"TrenCordoba Train Station
1,3 km"
250;Transporte público;"TrenEl Higueron
7 km"
250;Aeropuertos más cercanos;"Aeropuerto de Córdoba
7 km"
251;¿Qué hay cerca?;"Plaza de las Tendillas
50 m"
251;¿Qué hay cerca?;"Iglesia La Compañía
50 m"
251;¿Qué hay cerca?;"Templo romano
100 m"
251;¿Qué hay cerca?;"Restos Muralla Romana
300 m"
251;¿Qué hay cerca?;"Delegación del Gobierno de la Junta de Andalucía en Córdoba
350 m"
251;¿Qué hay cerca?;"Real Iglesia De S. Pablo
350 m"
251;¿Qué hay cerca?;"Plaza de la Corredera
450 m"
251;¿Qué hay cerca?;"Convento de Santa Marta
550 m"
251;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
550 m"
251;¿Qué hay cerca?;"Hogar San Rafael
550 m"
251;Restaurantes y cafeterías;"RestauranteLa Gloria
150 m"
251;Restaurantes y cafeterías;"Cafetería/barTaberna La Compania
50 m"
251;Restaurantes y cafeterías;"RestauranteBocadi
100 m"
251;Atracciones turísticas destacadas;"Cristo de los Faroles
600 m"
251;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
600 m"
251;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
900 m"
251;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
950 m"
251;Atracciones turísticas destacadas;"Palacio de Viana
1,1 km"
251;Atracciones turísticas destacadas;"Torre de la Calahorra
1,2 km"
251;Atracciones turísticas destacadas;"Puente Romano
1,3 km"
251;Atracciones turísticas destacadas;"Costa del Sol Square
1,5 km"
251;Atracciones turísticas destacadas;"Medina Azahara
13 km"
251;Transporte público;"TrenCordoba Train Station
1,3 km"
251;Transporte público;"TrenRabanales
7 km"
251;Aeropuertos más cercanos;"Aeropuerto de Córdoba
7 km"
252;¿Qué hay cerca?;"Museo Julio Romero de Torres
100 m"
252;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
200 m"
252;¿Qué hay cerca?;"Ermita del Amparo
250 m"
252;¿Qué hay cerca?;"Casa de la Concha
350 m"
252;¿Qué hay cerca?;"Iglesia La Compañía
350 m"
252;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
400 m"
252;¿Qué hay cerca?;"Restos Muralla Romana
450 m"
252;¿Qué hay cerca?;"Plaza de la Corredera
450 m"
252;¿Qué hay cerca?;"Plaza de las Tendillas
500 m"
252;¿Qué hay cerca?;"Iglesia del Socorro
500 m"
252;Restaurantes y cafeterías;"RestauranteZumeria El Arbolito
10 m"
252;Restaurantes y cafeterías;"RestauranteBar San Francisco
50 m"
252;Restaurantes y cafeterías;"RestauranteRestaurante La Boca
100 m"
252;Atracciones turísticas destacadas;"Templo romano
500 m"
252;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
750 m"
252;Atracciones turísticas destacadas;"Cristo de los Faroles
800 m"
252;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
800 m"
252;Atracciones turísticas destacadas;"Puente Romano
850 m"
252;Atracciones turísticas destacadas;"Torre de la Calahorra
850 m"
252;Atracciones turísticas destacadas;"Palacio de Viana
1,2 km"
252;Atracciones turísticas destacadas;"Costa del Sol Square
1,6 km"
252;Atracciones turísticas destacadas;"Medina Azahara
11 km"
252;Transporte público;"TrenCordoba Train Station
1,8 km"
252;Transporte público;"TrenRabanales
6 km"
252;Aeropuertos más cercanos;"Aeropuerto de Córdoba
13 km"
253;¿Qué hay cerca?;"Ermita del Amparo
20 m"
253;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
150 m"
253;¿Qué hay cerca?;"Museo Julio Romero de Torres
200 m"
253;¿Qué hay cerca?;"Casa de la Concha
250 m"
253;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
450 m"
253;¿Qué hay cerca?;"Iglesia de San Pedro
500 m"
253;¿Qué hay cerca?;"Iglesia del Socorro
500 m"
253;¿Qué hay cerca?;"Iglesia La Compañía
550 m"
253;¿Qué hay cerca?;"Plaza de la Corredera
600 m"
253;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
650 m"
253;Restaurantes y cafeterías;"RestauranteGarum 2.1 Bistronómic Tapas Bar
50 m"
253;Restaurantes y cafeterías;"RestauranteRegadera
50 m"
253;Restaurantes y cafeterías;"RestauranteCanadian Río
100 m"
253;Atracciones turísticas destacadas;"Plaza de las Tendillas
700 m"
253;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
700 m"
253;Atracciones turísticas destacadas;"Torre de la Calahorra
700 m"
253;Atracciones turísticas destacadas;"Templo romano
750 m"
253;Atracciones turísticas destacadas;"Puente Romano
750 m"
253;Atracciones turísticas destacadas;"Cristo de los Faroles
1,1 km"
253;Atracciones turísticas destacadas;"Palacio de Viana
1,3 km"
253;Atracciones turísticas destacadas;"Costa del Sol Square
1,6 km"
253;Atracciones turísticas destacadas;"Medina Azahara
11 km"
253;Transporte público;"TrenCordoba Train Station
1,8 km"
253;Transporte público;"TrenRabanales
6 km"
253;Aeropuertos más cercanos;"Aeropuerto de Córdoba
13 km"
254;¿Qué hay cerca?;"Casa de los Manríquez
200 m"
254;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
200 m"
254;¿Qué hay cerca?;"Caballerizas Reales de Córdoba
250 m"
254;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
450 m"
254;¿Qué hay cerca?;"Hogar San Rafael
450 m"
254;¿Qué hay cerca?;"Casa de la Concha
500 m"
254;¿Qué hay cerca?;"Torre de la Calahorra
750 m"
254;¿Qué hay cerca?;"Delegación del Gobierno de la Junta de Andalucía en Córdoba
750 m"
254;¿Qué hay cerca?;"Murallas
750 m"
254;¿Qué hay cerca?;"Torre De La Calahorra
800 m"
254;Restaurantes y cafeterías;"RestauranteTaberna La Luna
30 m"
254;Restaurantes y cafeterías;"Cafetería/barMedia Luna
30 m"
254;Restaurantes y cafeterías;"RestauranteEl Olivo
30 m"
254;Atracciones turísticas destacadas;"Plaza de las Tendillas
850 m"
254;Atracciones turísticas destacadas;"Templo romano
950 m"
254;Atracciones turísticas destacadas;"Costa del Sol Square
950 m"
254;Atracciones turísticas destacadas;"Puente Romano
950 m"
254;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
950 m"
254;Atracciones turísticas destacadas;"Plaza de la Corredera
1,3 km"
254;Atracciones turísticas destacadas;"Cristo de los Faroles
1,4 km"
254;Atracciones turísticas destacadas;"Palacio de Viana
1,9 km"
254;Atracciones turísticas destacadas;"Medina Azahara
9 km"
254;Transporte público;"TrenCordoba Train Station
1,5 km"
254;Transporte público;"TrenEl Higueron
8 km"
254;Aeropuertos más cercanos;"Aeropuerto de Córdoba
12 km"
255;¿Qué hay cerca?;"Caballerizas Reales de Córdoba
100 m"
255;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
200 m"
255;¿Qué hay cerca?;"Casa de los Manríquez
400 m"
255;¿Qué hay cerca?;"Murallas
500 m"
255;¿Qué hay cerca?;"Hogar San Rafael
650 m"
255;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
700 m"
255;¿Qué hay cerca?;"Casa de la Concha
700 m"
255;¿Qué hay cerca?;"Torre de la Calahorra
800 m"
255;¿Qué hay cerca?;"Torre De La Calahorra
800 m"
255;¿Qué hay cerca?;"Ermita del Amparo
850 m"
255;Restaurantes y cafeterías;"RestauranteMesón Bodega San Basilio
10 m"
255;Restaurantes y cafeterías;"RestauranteLa Posada del Caballo Andaluz
10 m"
255;Restaurantes y cafeterías;"RestauranteBodega San Basilio
100 m"
255;Atracciones turísticas destacadas;"Puente Romano
1 km"
255;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
1,1 km"
255;Atracciones turísticas destacadas;"Plaza de las Tendillas
1,1 km"
255;Atracciones turísticas destacadas;"Costa del Sol Square
1,1 km"
255;Atracciones turísticas destacadas;"Templo romano
1,2 km"
255;Atracciones turísticas destacadas;"Plaza de la Corredera
1,5 km"
255;Atracciones turísticas destacadas;"Cristo de los Faroles
1,6 km"
255;Atracciones turísticas destacadas;"Palacio de Viana
2,1 km"
255;Atracciones turísticas destacadas;"Medina Azahara
9 km"
255;Transporte público;"TrenCordoba Train Station
1,8 km"
255;Transporte público;"TrenEl Higueron
8 km"
255;Aeropuertos más cercanos;"Aeropuerto de Córdoba
12 km"
256;¿Qué hay cerca?;"Iglesia de Santa Marina de Aguas
600 m"
256;¿Qué hay cerca?;"Convento De Los Trinitarios
600 m"
256;¿Qué hay cerca?;"Convento Sta. Isabel ángeles
650 m"
256;¿Qué hay cerca?;"Palacio de Viana
650 m"
256;¿Qué hay cerca?;"Palacio de los Marqueses de Villaseca
700 m"
256;¿Qué hay cerca?;"Iglesia de San Lorenzo
700 m"
256;¿Qué hay cerca?;"Iglesia de San Andres
950 m"
256;¿Qué hay cerca?;"Iglesia Nuestra Señora de La Paz
1 km"
256;¿Qué hay cerca?;"Cristo de los Faroles
1 km"
256;¿Qué hay cerca?;"Convento de Santa Marta
1,1 km"
256;Restaurantes y cafeterías;"RestauranteEl Pego
150 m"
256;Restaurantes y cafeterías;"RestauranteLa Copita de Vino
200 m"
256;Restaurantes y cafeterías;"Cafetería/barMari Carmen
150 m"
256;Atracciones turísticas destacadas;"Plaza de la Corredera
1,4 km"
256;Atracciones turísticas destacadas;"Templo romano
1,5 km"
256;Atracciones turísticas destacadas;"Plaza de las Tendillas
1,6 km"
256;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
1,7 km"
256;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
2,4 km"
256;Atracciones turísticas destacadas;"Torre de la Calahorra
2,4 km"
256;Atracciones turísticas destacadas;"Puente Romano
2,5 km"
256;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
2,5 km"
256;Atracciones turísticas destacadas;"Costa del Sol Square
2,7 km"
256;Atracciones turísticas destacadas;"Medina Azahara
10 km"
256;Transporte público;"TrenCordoba Train Station
1,9 km"
256;Transporte público;"TrenRabanales
6 km"
256;Aeropuertos más cercanos;"Aeropuerto de Córdoba
9 km"
257;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
50 m"
257;¿Qué hay cerca?;"Caballerizas Reales de Córdoba
100 m"
257;¿Qué hay cerca?;"Casa de los Manríquez
300 m"
257;¿Qué hay cerca?;"Hogar San Rafael
600 m"
257;¿Qué hay cerca?;"Casa de las Ceas o del Indiano
600 m"
257;¿Qué hay cerca?;"Casa de la Concha
650 m"
257;¿Qué hay cerca?;"Murallas
650 m"
257;¿Qué hay cerca?;"Torre de la Calahorra
700 m"
257;¿Qué hay cerca?;"Torre De La Calahorra
700 m"
257;¿Qué hay cerca?;"Ermita del Amparo
750 m"
257;Restaurantes y cafeterías;"RestauranteTaberna Caballerizas R
6 m"
257;Restaurantes y cafeterías;"RestauranteEl Novillo Precoz
150 m"
257;Restaurantes y cafeterías;"RestauranteEl Novillo Precoz
150 m"
257;Atracciones turísticas destacadas;"Puente Romano
900 m"
257;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
900 m"
257;Atracciones turísticas destacadas;"Plaza de las Tendillas
950 m"
257;Atracciones turísticas destacadas;"Templo romano
1,1 km"
257;Atracciones turísticas destacadas;"Costa del Sol Square
1,1 km"
257;Atracciones turísticas destacadas;"Plaza de la Corredera
1,3 km"
257;Atracciones turísticas destacadas;"Cristo de los Faroles
1,5 km"
257;Atracciones turísticas destacadas;"Palacio de Viana
2 km"
257;Atracciones turísticas destacadas;"Medina Azahara
9 km"
257;Transporte público;"TrenCordoba Train Station
1,7 km"
257;Transporte público;"TrenEl Higueron
8 km"
257;Aeropuertos más cercanos;"Aeropuerto de Córdoba
12 km"
258;¿Qué hay cerca?;"Casa de la Concha
150 m"
258;¿Qué hay cerca?;"Ermita del Amparo
250 m"
258;¿Qué hay cerca?;"Casa de los Manríquez
350 m"
258;¿Qué hay cerca?;"Alcázar de los Reyes Cristianos
350 m"
258;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
400 m"
258;¿Qué hay cerca?;"Caballerizas Reales de Córdoba
450 m"
258;¿Qué hay cerca?;"Torre de la Calahorra
450 m"
258;¿Qué hay cerca?;"Museo Julio Romero de Torres
450 m"
258;¿Qué hay cerca?;"Torre De La Calahorra
500 m"
258;¿Qué hay cerca?;"Hogar San Rafael
500 m"
258;Restaurantes y cafeterías;"RestauranteResturante Las Piconeras
2 m"
258;Restaurantes y cafeterías;"RestauranteTaberna La Manuela
10 m"
258;Restaurantes y cafeterías;"RestauranteEl Tablón
40 m"
258;Atracciones turísticas destacadas;"Puente Romano
650 m"
258;Atracciones turísticas destacadas;"Plaza de las Tendillas
750 m"
258;Atracciones turísticas destacadas;"Templo romano
800 m"
258;Atracciones turísticas destacadas;"Plaza de la Corredera
850 m"
258;Atracciones turísticas destacadas;"Cristo de los Faroles
1,2 km"
258;Atracciones turísticas destacadas;"Costa del Sol Square
1,4 km"
258;Atracciones turísticas destacadas;"Palacio de Viana
1,6 km"
258;Atracciones turísticas destacadas;"Medina Azahara
11 km"
258;Transporte público;"TrenCordoba Train Station
1,8 km"
258;Transporte público;"TrenRabanales
7 km"
258;Aeropuertos más cercanos;"Aeropuerto de Córdoba
13 km"
259;¿Qué hay cerca?;"Iglesia de San Pedro
150 m"
259;¿Qué hay cerca?;"Iglesia de Santiago
150 m"
259;¿Qué hay cerca?;"Iglesia del Socorro
150 m"
259;¿Qué hay cerca?;"Posada Del Potro. Centro Flamenco Fosforito
150 m"
259;¿Qué hay cerca?;"Museo Julio Romero de Torres
200 m"
259;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
250 m"
259;¿Qué hay cerca?;"Plaza de la Corredera
300 m"
259;¿Qué hay cerca?;"Ermita del Amparo
300 m"
259;¿Qué hay cerca?;"Iglesia de Sta. Gema
300 m"
259;¿Qué hay cerca?;"Parque de Ruth y José
400 m"
259;Restaurantes y cafeterías;"RestauranteBodegas Campos
40 m"
259;Restaurantes y cafeterías;"RestauranteEl Patio de Maria
50 m"
259;Restaurantes y cafeterías;"RestauranteRestaurante Ermita de
100 m"
259;Atracciones turísticas destacadas;"Templo romano
750 m"
259;Atracciones turísticas destacadas;"Plaza de las Tendillas
800 m"
259;Atracciones turísticas destacadas;"Palacio de Viana
950 m"
259;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
950 m"
259;Atracciones turísticas destacadas;"Torre de la Calahorra
950 m"
259;Atracciones turísticas destacadas;"Puente Romano
1 km"
259;Atracciones turísticas destacadas;"Cristo de los Faroles
1 km"
259;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
1 km"
259;Atracciones turísticas destacadas;"Costa del Sol Square
1,9 km"
259;Atracciones turísticas destacadas;"Medina Azahara
12 km"
259;Transporte público;"TrenCordoba Train Station
2,1 km"
259;Transporte público;"TrenRabanales
6 km"
259;Aeropuertos más cercanos;"Aeropuerto de Córdoba
13 km"
260;¿Qué hay cerca?;"Restos Muralla Romana
40 m"
260;¿Qué hay cerca?;"Real Iglesia De S. Pablo
50 m"
260;¿Qué hay cerca?;"Plaza de la Corredera
150 m"
260;¿Qué hay cerca?;"Templo romano
250 m"
260;¿Qué hay cerca?;"Iglesia La Compañía
250 m"
260;¿Qué hay cerca?;"Convento de Santa Marta
250 m"
260;¿Qué hay cerca?;"Jardines de Orive
300 m"
260;¿Qué hay cerca?;"Iglesia del Socorro
300 m"
260;¿Qué hay cerca?;"Ntra. Sra. de la Peidad
300 m"
260;¿Qué hay cerca?;"Plaza de las Tendillas
300 m"
260;Restaurantes y cafeterías;"RestauranteEl Mentidero
m"
260;Restaurantes y cafeterías;"Cafetería/barJose Luis Callo Redondo
30 m"
260;Restaurantes y cafeterías;"RestauranteLa Siesta Espartería
40 m"
260;Atracciones turísticas destacadas;"Museo Julio Romero de Torres
450 m"
260;Atracciones turísticas destacadas;"Cristo de los Faroles
500 m"
260;Atracciones turísticas destacadas;"Palacio de Viana
800 m"
260;Atracciones turísticas destacadas;"Alcázar de los Reyes Cristianos
1,2 km"
260;Atracciones turísticas destacadas;"Torre de la Calahorra
1,2 km"
260;Atracciones turísticas destacadas;"Puente Romano
1,2 km"
260;Atracciones turísticas destacadas;"Caballerizas Reales de Córdoba
1,3 km"
260;Atracciones turísticas destacadas;"Costa del Sol Square
1,7 km"
260;Atracciones turísticas destacadas;"Medina Azahara
13 km"
